"Contractor","Location","Total Amount"
"Santos","People'S Republic Of The Congo","695.99"
"Santos","Myanmar","0"
"Santos","Morocco","0"
"Santos","Saudi Arabia","463.99"
"Santos","Seychelles","0"
"Santos","Turks And Caicos Islands","0"
"Santos","South Africa","0"
"Santos","Latvia","262.98"
"Santos","Occupied Palestinian Territory","0"
"Santos","Ecuador","174.95"
"Santos","Micronesia","485.0"
"Santos","Benin","171.95"
"Santos","Netherlands","0"
"Santos","Central Africa","216.0"
"Santos","Ghana","0"
"Santos","Suriname","0"
"Santos","Location","0"
"Santos","British Virgin Islands","0"
"Santos","Luxembourg","0"
"Santos","East Timor","0"
"Santos","Qatar","476.99"
"Santos","Wallis And Futuna Islands","0"
"Santos","Tajikistan","329.0"
"Santos","Guyana","0"
"Santos","Mediterranean","0"
"Santos","Czech Republic","0"
"Santos","Caribbean","0"
"Santos","Caucasus","0"
"Santos","Moldova","0"
"Santos","Malta","0"
"Santos","Palau","467.99"
"Santos","Oman","0"
"Santos","Vatican City","0"
"Santos","Montenegro","185.1"
"Santos","Panama","0"
"Santos","Turkmenistan","300.0"
"Santos","Nicaragua","107.1"
"Santos","North Africa","0"
"Santos","Chile","260.0"
"Santos","Central Asia","67.1"
"Santos","Mauritius","0"
"Santos","Tuvalu","87.5"
"Santos","French Polynesia","0"
"Santos","Equatorial Guinea","352.95"
"Santos","Ivory Coast","0"
"Santos","Isle Of Man","0"
"Santos","Tunisia","592.0"
"Santos","United States","0"
"Santos","Syria","0"
"Santos","Bhutan","0"
"Santos","Puerto Rico","0"
"Santos","French Guiana","0"
"Santos","Guinea","0"
"Santos","Saint Lucia","0"
"Santos","Georgia","0"
"Santos","Guinea-Bissau","0"
"Santos","Solomon Islands","0"
"Santos","Latin America","0"
"Santos","Jamaica","0"
"Santos","Grenada","0"
"Santos","Singapore","0"
"Santos","Monaco","430.99"
"Santos","North Korea","0"
"Santos","Ukraine","0"
"Santos","Vietnam","0"
"Santos","Papua New Guinea","0"
"Santos","Zimbabwe","0"
"Santos","Bermuda","0"
"Santos","Croatia","432.0"
"Santos","Lebanon","532.9"
"Santos","Saint Pierre And Miquelon","0"
"Santos","Maldives","0"
"Santos","Uganda","0"
"Santos","Iran","0"
"Santos","Svalbard And Jan Mayen Islands","0"
"Santos","Hong Kong","0"
"Santos","Southeast Asia","0"
"Santos","Cameroon","0"
"Santos","Israel","0"
"Santos","Belgium","11.5"
"Santos","Mozambique","0"
"Santos","Mali","0"
"Santos","Vanuatu","415.98"
"Santos","Venezuela","0"
"Santos","New Caledonia","0"
"Santos","Nauru","0"
"Santos","China","0"
"Santos","Saint Vincent And The Grenadines","68.95"
"Santos","Eritrea","0"
"Santos","Mauritania","166.0"
"Santos","Azerbaijan","330.99"
"Santos","Samoa","0"
"Santos","Antigua And Barbuda","0"
"Santos","Bahamas","0"
"Santos","Botswana","0"
"Santos","Montserrat","0"
"Santos","Somalia","0"
"Santos","Germany","101.0"
"Santos","Guadeloupe","0"
"Santos","Zambia","0"
"Santos","Runion","398.98"
"Santos","Cuba","803.94"
"Santos","Central African Republic","0"
"Santos","Brazil","473.1"
"Santos","Central Europe","0"
"Santos","Kiribati","0"
"Santos","Tanzania","0"
"Santos","Rwanda","0"
"Santos","Albania","270.99"
"Santos","India","0"
"Santos","Ethiopia","496.95"
"Santos","American Samoa","159.0"
"Santos","Brunei Darussalam","276.0"
"Santos","Dominica","0"
"Santos","Indonesia","550.0"
"Santos","Tokelau","0"
"Santos","Egypt","0"
"Santos","Malawi","542.99"
"Santos","North America","496.0"
"Santos","Martinique","0"
"Santos","Kyrgyzstan","0"
"Santos","Uruguay","0"
"Santos","Peru","0"
"Santos","Pitcairn","0"
"Santos","Belarus","449.0"
"Santos","Liberia","0"
"Santos","Nigeria","0"
"Santos","Europe","99.95"
"Santos","Sri Lanka","0"
"Santos","Cook Islands","0"
"Santos","Argentina","0"
"Santos","Mayotte","279.98"
"Santos","Cape Verde","0"
"Santos","Iraq","0"
"Santos","Cayman Islands","0"
"Santos","Slovenia","0"
"Santos","Philippines","35.1"
"Santos","Comoros","0"
"Santos","Liechtenstein","0"
"Santos","Honduras","0"
"Santos","Nepal","0"
"Santos","United Arab Emirates","0"
"Santos","Marshall Islands","408.98"
"Santos","Austria","0"
"Santos","Belize","0"
"Santos","Macao","0"
"Santos","Eastern Africa","0"
"Santos","Label","0"
"Santos","Greece","279.99"
"Santos","Gambia","0"
"Santos","Trinidad And Tobago","347.5"
"Santos","Armenia","81.0"
"Santos","Aruba","449.0"
"Santos","Ireland","0"
"Santos","Guam","0"
"Santos","Scandinavia","0"
"Santos","Macedonia","0"
"Santos","Mongolia","460.5"
"Santos","Greenland","0"
"Santos","Haiti","366.95"
"Santos","Canada","0"
"Santos","Dominican Republic","0"
"Santos","Bulgaria","444.95"
"Santos","Southern Africa","370.95"
"Santos","Bolivia","0"
"Santos","Paraguay","185.95"
"Santos","Finland","0"
"Santos","Romania","0"
"Santos","Uzbekistan","0"
"Santos","Cambodia","0"
"Santos","East Indies","0"
"Santos","Sierra Leone","324.95"
"Santos","Gaza Strip","0"
"Santos","Malaysia","0"
"Santos","Burundi","0"
"Santos","Gibraltar","0"
"Santos","Spain","0"
"Santos","Gabon","0"
"Santos","Niue","291.95"
"Santos","New Zealand","286.5"
"Santos","Costa Rica","0"
"Santos","Middle East","0"
"Santos","Barbados","0"
"Santos","Anguilla","0"
"Santos","Thailand","0"
"Santos","Chad","0"
"Santos","Bangladesh","435.5"
"Santos","Djibouti","119.0"
"Santos","South Korea","0"
"Santos","Australia","434.1"
"Santos","Italy","0"
"Santos","Serbia","0"
"Santos","El Salvador","0"
"Santos","Netherlands Antilles","0"
"Santos","Norfolk Island","0"
"Santos","United States Virgin Islands","0"
"Santos","Namibia","203.95"
"Santos","Guatemala","0"
"Santos","Norway","0"
"Santos","Pakistan","461.94"
"Santos","Cyprus","0"
"Santos","Faeroe Islands","462.1"
"Santos","Japan","422.95"
"Santos","Democratic Republic Of The Congo","172.5"
"Santos","Madagascar","471.95"
"Santos","San Marino","0"
"Santos","United Kingdom","201.98"
"Santos","Kazakhstan","152.98"
"Santos","France","0"
"Santos","Togo","0"
"Santos","Algeria","0"
"Santos","Russia","680.97"
"Santos","Swaziland","338.99"
"Santos","South Asia","415.99"
"Santos","Saint Kitts-Nevis","150.99"
"Santos","Switzerland","0"
"Santos","Fiji","0"
